1 6 60 4
0 20
0 20
0 20
0 20
0	0.00	0.00	0.00	0	0	0	
1	10.00	0.00	114.26	5	4	1	15 
2	5.00	8.66	84.70	5	4	1	15 
3	-5.00	8.66	71.15	5	4	1	15 
4	-10.00	0.00	87.48	5	4	1	15 
5	-5.00	-8.66	122.62	5	4	1	15 
6	5.00	-8.66	118.42	5	4	1	15 
7	50.00	0.00	26.08	5	4	1	15 
8	25.00	43.30	17.08	5	4	1	15 
9	-25.00	43.30	17.90	5	4	1	15 
10	-50.00	0.00	21.09	5	4	1	15 
11	-25.00	-43.30	16.05	5	4	1	15 
12	25.00	-43.30	14.45	5	4	1	15 
13	19.70	3.47	29.49	2	2	2	5 10 
14	12.86	15.32	28.82	2	2	2	5 10 
15	6.84	18.79	42.27	2	2	2	5 10 
16	-6.84	18.79	38.92	2	2	2	5 10 
17	-12.86	15.32	51.46	2	2	2	5 10 
18	-19.70	3.47	31.68	2	2	2	5 10 
19	-19.70	-3.47	45.54	2	2	2	5 10 
20	-12.86	-15.32	51.90	2	2	2	5 10 
21	-6.84	-18.79	44.67	2	2	2	5 10 
22	6.84	-18.79	42.02	2	2	2	5 10 
23	12.86	-15.32	31.75	2	2	2	5 10 
24	19.70	-3.47	44.51	2	2	2	5 10 
25	39.39	6.95	19.94	2	2	2	5 10 
26	25.71	30.64	16.15	2	2	2	5 10 
27	13.68	37.59	19.27	2	2	2	5 10 
28	-13.68	37.59	14.73	2	2	2	5 10 
29	-25.71	30.64	15.56	2	2	2	5 10 
30	-39.39	6.95	26.66	2	2	2	5 10 
31	-39.39	-6.95	23.10	2	2	2	5 10 
32	-25.71	-30.64	27.28	2	2	2	5 10 
33	-13.68	-37.59	22.22	2	2	2	5 10 
34	13.68	-37.59	27.85	2	2	2	5 10 
35	25.71	-30.64	19.60	2	2	2	5 10 
36	39.39	-6.95	16.24	2	2	2	5 10 
37	29.89	2.62	8.25	1	1	4	1 2 4 8 
38	28.98	7.77	9.17	1	1	4	1 2 4 8 
39	21.21	21.21	15.67	1	1	4	1 2 4 8 
40	17.21	24.58	12.00	1	1	4	1 2 4 8 
41	12.68	27.19	14.83	1	1	4	1 2 4 8 
42	7.77	28.98	12.90	1	1	4	1 2 4 8 
43	-7.77	28.98	16.25	1	1	4	1 2 4 8 
44	-12.68	27.19	12.71	1	1	4	1 2 4 8 
45	-17.21	24.58	9.92	1	1	4	1 2 4 8 
46	-21.21	21.21	15.85	1	1	4	1 2 4 8 
47	-28.98	7.77	14.23	1	1	4	1 2 4 8 
48	-29.89	2.62	13.08	1	1	4	1 2 4 8 
49	-29.89	-2.62	12.51	1	1	4	1 2 4 8 
50	-28.98	-7.77	9.28	1	1	4	1 2 4 8 
51	-21.21	-21.21	13.29	1	1	4	1 2 4 8 
52	-17.21	-24.58	9.30	1	1	4	1 2 4 8 
53	-12.68	-27.19	12.89	1	1	4	1 2 4 8 
54	-7.77	-28.98	14.47	1	1	4	1 2 4 8 
55	7.77	-28.98	15.35	1	1	4	1 2 4 8 
56	12.68	-27.19	9.77	1	1	4	1 2 4 8 
57	17.21	-24.58	10.43	1	1	4	1 2 4 8 
58	21.21	-21.21	10.16	1	1	4	1 2 4 8 
59	28.98	-7.77	15.99	1	1	4	1 2 4 8 
