1 1 75 10
0 140
0 140
0 140
0 140
0 140
0 140
0 140
0 140
0 140
0 140
0	40.00	40.00	0.00	0	0	0	
1	22.00	22.00	58.54	18	1	10	1 2 4 8 16 32 64 128 256 512 
2	36.00	26.00	102.05	26	1	10	1 2 4 8 16 32 64 128 256 512 
3	21.00	45.00	32.59	11	1	10	1 2 4 8 16 32 64 128 256 512 
4	45.00	35.00	127.25	30	1	10	1 2 4 8 16 32 64 128 256 512 
5	55.00	20.00	42.36	21	1	10	1 2 4 8 16 32 64 128 256 512 
6	33.00	34.00	66.31	19	1	10	1 2 4 8 16 32 64 128 256 512 
7	50.00	50.00	33.87	15	1	10	1 2 4 8 16 32 64 128 256 512 
8	55.00	45.00	46.80	16	1	10	1 2 4 8 16 32 64 128 256 512 
9	26.00	59.00	69.31	29	1	10	1 2 4 8 16 32 64 128 256 512 
10	40.00	66.00	53.49	26	1	10	1 2 4 8 16 32 64 128 256 512 
11	55.00	65.00	72.08	37	1	10	1 2 4 8 16 32 64 128 256 512 
12	35.00	51.00	36.29	16	1	10	1 2 4 8 16 32 64 128 256 512 
13	62.00	35.00	28.26	12	1	10	1 2 4 8 16 32 64 128 256 512 
14	62.00	57.00	60.53	31	1	10	1 2 4 8 16 32 64 128 256 512 
15	62.00	24.00	17.58	8	1	10	1 2 4 8 16 32 64 128 256 512 
16	21.00	36.00	38.22	19	1	10	1 2 4 8 16 32 64 128 256 512 
17	33.00	44.00	55.11	20	1	10	1 2 4 8 16 32 64 128 256 512 
18	9.00	56.00	22.03	13	1	10	1 2 4 8 16 32 64 128 256 512 
19	62.00	48.00	27.71	15	1	10	1 2 4 8 16 32 64 128 256 512 
20	66.00	14.00	43.14	22	1	10	1 2 4 8 16 32 64 128 256 512 
21	44.00	13.00	74.65	28	1	10	1 2 4 8 16 32 64 128 256 512 
22	26.00	13.00	33.16	12	1	10	1 2 4 8 16 32 64 128 256 512 
23	11.00	28.00	10.68	6	1	10	1 2 4 8 16 32 64 128 256 512 
24	7.00	43.00	43.76	27	1	10	1 2 4 8 16 32 64 128 256 512 
25	17.00	64.00	15.46	14	1	10	1 2 4 8 16 32 64 128 256 512 
26	41.00	46.00	41.63	18	1	10	1 2 4 8 16 32 64 128 256 512 
27	55.00	34.00	40.27	17	1	10	1 2 4 8 16 32 64 128 256 512 
28	35.00	16.00	47.08	29	1	10	1 2 4 8 16 32 64 128 256 512 
29	52.00	26.00	45.70	13	1	10	1 2 4 8 16 32 64 128 256 512 
30	43.00	26.00	77.68	22	1	10	1 2 4 8 16 32 64 128 256 512 
31	31.00	76.00	22.05	25	1	10	1 2 4 8 16 32 64 128 256 512 
32	22.00	53.00	65.24	28	1	10	1 2 4 8 16 32 64 128 256 512 
33	26.00	29.00	49.85	27	1	10	1 2 4 8 16 32 64 128 256 512 
34	50.00	40.00	67.13	19	1	10	1 2 4 8 16 32 64 128 256 512 
35	55.00	50.00	26.48	10	1	10	1 2 4 8 16 32 64 128 256 512 
36	54.00	10.00	17.83	12	1	10	1 2 4 8 16 32 64 128 256 512 
37	60.00	15.00	39.61	14	1	10	1 2 4 8 16 32 64 128 256 512 
38	47.00	66.00	24.96	24	1	10	1 2 4 8 16 32 64 128 256 512 
39	30.00	60.00	42.86	16	1	10	1 2 4 8 16 32 64 128 256 512 
40	30.00	50.00	61.83	33	1	10	1 2 4 8 16 32 64 128 256 512 
41	12.00	17.00	28.92	15	1	10	1 2 4 8 16 32 64 128 256 512 
42	15.00	14.00	17.94	11	1	10	1 2 4 8 16 32 64 128 256 512 
43	16.00	19.00	44.39	18	1	10	1 2 4 8 16 32 64 128 256 512 
44	21.00	48.00	50.07	17	1	10	1 2 4 8 16 32 64 128 256 512 
45	50.00	30.00	73.41	21	1	10	1 2 4 8 16 32 64 128 256 512 
46	51.00	42.00	72.22	27	1	10	1 2 4 8 16 32 64 128 256 512 
47	50.00	15.00	63.16	19	1	10	1 2 4 8 16 32 64 128 256 512 
48	48.00	21.00	44.21	20	1	10	1 2 4 8 16 32 64 128 256 512 
49	12.00	38.00	5.81	5	1	10	1 2 4 8 16 32 64 128 256 512 
50	15.00	56.00	38.25	22	1	10	1 2 4 8 16 32 64 128 256 512 
51	29.00	39.00	37.63	12	1	10	1 2 4 8 16 32 64 128 256 512 
52	54.00	38.00	53.60	19	1	10	1 2 4 8 16 32 64 128 256 512 
53	55.00	57.00	46.56	22	1	10	1 2 4 8 16 32 64 128 256 512 
54	67.00	41.00	21.76	16	1	10	1 2 4 8 16 32 64 128 256 512 
55	10.00	70.00	6.11	7	1	10	1 2 4 8 16 32 64 128 256 512 
56	6.00	25.00	35.89	26	1	10	1 2 4 8 16 32 64 128 256 512 
