1 2 38 4
0 30
0 30
0 30
0 30
0	0.00	0.00	0.00	0	0	0	
1	10.00	0.00	94.95	5	4	1	15 
2	-10.00	0.00	81.26	5	4	1	15 
3	50.00	0.00	46.99	5	4	1	15 
4	-50.00	0.00	70.45	5	4	1	15 
5	90.00	0.00	15.44	5	4	1	15 
6	-90.00	0.00	21.65	5	4	1	15 
7	17.32	10.00	36.43	2	2	2	5 10 
8	-17.32	10.00	23.87	2	2	2	5 10 
9	-17.32	-10.00	35.47	2	2	2	5 10 
10	17.32	-10.00	38.22	2	2	2	5 10 
11	34.64	20.00	26.32	2	2	2	5 10 
12	-34.64	20.00	39.22	2	2	2	5 10 
13	-34.64	-20.00	35.39	2	2	2	5 10 
14	34.64	-20.00	26.14	2	2	2	5 10 
15	51.96	30.00	16.27	2	2	2	5 10 
16	-51.96	30.00	18.67	2	2	2	5 10 
17	-51.96	-30.00	20.12	2	2	2	5 10 
18	51.96	-30.00	23.07	2	2	2	5 10 
19	69.28	40.00	12.86	2	2	2	5 10 
20	-69.28	40.00	11.15	2	2	2	5 10 
21	-69.28	-40.00	13.78	2	2	2	5 10 
22	69.28	-40.00	8.75	2	2	2	5 10 
23	28.98	7.77	16.34	1	1	4	1 2 4 8 
24	21.21	21.21	13.46	1	1	4	1 2 4 8 
25	-21.21	21.21	12.78	1	1	4	1 2 4 8 
26	-28.98	7.77	17.99	1	1	4	1 2 4 8 
27	-28.98	-7.77	17.60	1	1	4	1 2 4 8 
28	-21.21	-21.21	15.53	1	1	4	1 2 4 8 
29	21.21	-21.21	16.59	1	1	4	1 2 4 8 
30	28.98	-7.77	12.06	1	1	4	1 2 4 8 
31	67.62	18.12	7.02	1	1	4	1 2 4 8 
32	49.50	49.50	5.35	1	1	4	1 2 4 8 
33	-49.50	49.50	5.32	1	1	4	1 2 4 8 
34	-67.62	18.12	9.38	1	1	4	1 2 4 8 
35	-67.62	-18.12	9.63	1	1	4	1 2 4 8 
36	-49.50	-49.50	4.90	1	1	4	1 2 4 8 
37	49.50	-49.50	6.53	1	1	4	1 2 4 8 
